# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 7.50000000E-01 9.40384170E-01

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 2.28565518E-01  3.29363950E+01 -2.37104324E+02  3.29282076E+01  7.69088926E-01
# x y Cp Mach
 1.26454630E+00 -9.16301504E-03  8.14872571E-02  7.13226626E-01
 1.30907156E+00 -1.01245021E-02  7.16884466E-02  7.17558112E-01
 1.36055392E+00 -1.11359393E-02  6.26092393E-02  7.21566743E-01
 1.42000207E+00 -1.21970301E-02  5.42776802E-02  7.25243554E-01
 1.48855140E+00 -1.33083946E-02  4.67100192E-02  7.28584148E-01
 1.56747729E+00 -1.44717911E-02  3.99073127E-02  7.31590153E-01
 1.65821076E+00 -1.56902613E-02  3.38572591E-02  7.34268834E-01
 1.76235676E+00 -1.69681942E-02  2.85321103E-02  7.36633018E-01
 1.88171598E+00 -1.83113095E-02  2.38959606E-02  7.38699150E-01
 2.01831056E+00 -1.97265766E-02  1.99012383E-02  7.40487969E-01
 2.17441436E+00 -2.12220919E-02  1.64940002E-02  7.42022917E-01
 2.35258819E+00 -2.28069365E-02  1.36130399E-02  7.43330254E-01
 2.55572052E+00 -2.44910351E-02  1.11930398E-02  7.44437786E-01
 2.78707422E+00 -2.62850358E-02  9.16823345E-03  7.45372902E-01
 3.05033988E+00 -2.82002224E-02  7.47893872E-03  7.46160245E-01
 3.35590163E+00 -3.04335846E-02  6.08004540E-03  7.46821252E-01
 3.71106463E+00 -3.30500657E-02  4.89987065E-03  7.47382407E-01
 4.11758135E+00 -3.59269333E-02  3.94546439E-03  7.47843050E-01
 4.58194408E+00 -3.90794551E-02  3.17859593E-03  7.48219266E-01
 5.11196947E+00 -4.25331729E-02  2.55880079E-03  7.48525277E-01
 5.71667034E+00 -4.63173607E-02  2.07568825E-03  7.48767673E-01
 6.40637389E+00 -5.04647184E-02  1.70097022E-03  7.48961174E-01
 7.19288744E+00 -5.50115760E-02  1.38457424E-03  7.49123225E-01
 8.08969609E+00 -5.99982264E-02  1.12975389E-03  7.49258589E-01
 9.11219246E+00 -6.54693439E-02  9.02564914E-04  7.49386518E-01
 1.02779410E+01 -7.14744795E-02  6.66137916E-04  7.49535003E-01
 1.16069809E+01 -7.80686324E-02  3.53636746E-04  7.49749953E-01
 1.31221717E+01 -8.53129003E-02 -7.89622307E-05  7.50086800E-01

# ihigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-2.28262221E-01 -3.29159413E+01  2.37021256E+02 -3.29077617E+01 -7.68449983E-01
# x y Cp Mach
 1.00031074E+00 -1.88073169E-05  3.64588801E-01  4.87591641E-01
 1.00189466E+00 -1.08157042E-04  3.92726067E-01  4.91445342E-01
 1.00442771E+00 -2.45891100E-04  3.45396530E-01  5.18083622E-01
 1.00743869E+00 -4.06380325E-04  3.09693749E-01  5.41684916E-01
 1.01129173E+00 -6.10732742E-04  2.83399059E-01  5.61068701E-01
 1.01578795E+00 -8.46208424E-04  2.62647738E-01  5.77300229E-01
 1.02088132E+00 -1.10779557E-03  2.44983358E-01  5.91246594E-01
 1.02663918E+00 -1.39634834E-03  2.29271059E-01  6.03497167E-01
 1.03319134E+00 -1.71544851E-03  2.14761829E-01  6.14488006E-01
 1.04070072E+00 -2.06941932E-03  2.01012140E-01  6.24522829E-01
 1.04935590E+00 -2.46262408E-03  1.87764697E-01  6.33817714E-01
 1.05937144E+00 -2.89918069E-03  1.74870665E-01  6.42527881E-01
 1.07099075E+00 -3.38277030E-03  1.62257831E-01  6.50759068E-01
 1.08449019E+00 -3.91648821E-03  1.49903191E-01  6.58578961E-01
 1.10018429E+00 -4.50273221E-03  1.37815814E-01  6.66027509E-01
 1.11843186E+00 -5.14313146E-03  1.26024757E-01  6.73126466E-01
 1.13964283E+00 -5.83852435E-03  1.14568947E-01  6.79886509E-01
 1.16428574E+00 -6.58899491E-03  1.03495959E-01  6.86310253E-01
 1.19289595E+00 -7.39397526E-03  9.28586609E-02  6.92394574E-01
 1.22608431E+00 -8.25241548E-03  8.27143343E-02  6.98131942E-01
 1.26454630E+00 -9.16301504E-03  7.31201062E-02  7.03512958E-01
 1.30907156E+00 -1.01245021E-02  6.41276590E-02  7.08529268E-01
 1.36055392E+00 -1.11359393E-02  5.57774313E-02  7.13175392E-01
 1.42000207E+00 -1.21970301E-02  4.81023446E-02  7.17447992E-01
 1.48855140E+00 -1.33083946E-02  4.11236661E-02  7.21347647E-01
 1.56747729E+00 -1.44717911E-02  3.48485743E-02  7.24879840E-01
 1.65821076E+00 -1.56902613E-02  2.92700287E-02  7.28055110E-01
 1.76235676E+00 -1.69681942E-02  2.43671930E-02  7.30888672E-01
 1.88171598E+00 -1.83113095E-02  2.01084304E-02  7.33399431E-01
 2.01831056E+00 -1.97265766E-02  1.64518071E-02  7.35609559E-01
 2.17441436E+00 -2.12220919E-02  1.33479444E-02  7.37543515E-01
 2.35258819E+00 -2.28069365E-02  1.07409187E-02  7.39227516E-01
 2.55572052E+00 -2.44910351E-02  8.57137071E-03  7.40687927E-01
 2.78707422E+00 -2.62850358E-02  6.78220058E-03  7.41949189E-01
 3.05033988E+00 -2.82002224E-02  5.32225470E-03  7.43032458E-01
 3.35590163E+00 -3.04335846E-02  4.15320754E-03  7.43965750E-01
 3.71106463E+00 -3.30500657E-02  3.19555806E-03  7.44776136E-01
 4.11758135E+00 -3.59269333E-02  2.44004366E-03  7.45467785E-01
 4.58194408E+00 -3.90794551E-02  1.85590100E-03  7.46055810E-01
 5.11196947E+00 -4.25331729E-02  1.36646917E-03  7.46554693E-01
 5.71667034E+00 -4.63173607E-02  1.00269890E-03  7.46997301E-01
 6.40637389E+00 -5.04647184E-02  7.70608064E-04  7.47368940E-01
 7.19288744E+00 -5.50115760E-02  5.41583430E-04  7.47690637E-01
 8.08969609E+00 -5.99982264E-02  3.73141217E-04  7.47974803E-01
 9.11219246E+00 -6.54693439E-02  2.24133738E-04  7.48236871E-01
 1.02779410E+01 -7.14744795E-02  7.60031461E-05  7.48496863E-01
 1.16069809E+01 -7.80686324E-02 -1.89179025E-04  7.48814833E-01
 1.31221717E+01 -8.53129003E-02 -7.16723233E-04  7.49340190E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-2.23922061E-03  4.34278478E-01 -6.51986099E-02  4.34256737E-01  4.88848678E-03
# x y Cp Mach
 9.98630474E-01 -6.90183799E-05  4.34791791E-01  5.34653396E-01
 9.93167374E-01 -3.50811052E-04  3.65117462E-01  5.64777399E-01
 9.82301029E-01 -9.36983001E-04  3.21361990E-01  5.86683654E-01
 9.66150493E-01 -1.87136160E-03  2.88452179E-01  6.01868177E-01
 9.44892715E-01 -3.21565797E-03  2.62106115E-01  6.13680020E-01
 9.18760600E-01 -5.04305772E-03  2.38429276E-01  6.24184667E-01
 8.88040455E-01 -7.42783829E-03  2.13940885E-01  6.34947125E-01
 8.53068858E-01 -1.04307693E-02  1.85963701E-01  6.47174945E-01
 8.14228965E-01 -1.40811764E-02  1.52274375E-01  6.61818419E-01
 7.71946313E-01 -1.83578586E-02  1.10870276E-01  6.79679079E-01
 7.26684161E-01 -2.31721879E-02  6.01855386E-02  7.01371518E-01
 6.78938409E-01 -2.83573250E-02  3.57381593E-03  7.25830940E-01
 6.29232171E-01 -3.36672814E-02 -6.43251265E-02  7.54362087E-01
 5.78110039E-01 -3.87884389E-02 -1.40304676E-01  7.86526013E-01
 5.26132116E-01 -4.33642017E-02 -2.21122647E-01  8.20768623E-01
 4.73867884E-01 -4.70310162E-02 -3.00511675E-01  8.54585745E-01
 4.21889961E-01 -4.94615161E-02 -3.67825672E-01  8.83526590E-01
 3.70767829E-01 -5.04085580E-02 -4.16859978E-01  9.04584235E-01
 3.21061591E-01 -4.97428947E-02 -4.02024896E-01  8.98706766E-01
 2.73315839E-01 -4.74775025E-02 -3.50834573E-01  8.76253113E-01
 2.28053687E-01 -4.37732108E-02 -2.67687942E-01  8.40465089E-01
 1.85771035E-01 -3.89230919E-02 -1.64765076E-01  7.96425898E-01
 1.46931142E-01 -3.33165855E-02 -5.28650212E-02  7.48530015E-01
 1.11959545E-01 -2.73879451E-02  5.92061881E-02  7.00027686E-01
 8.12394005E-02 -2.15566045E-02  1.65626528E-01  6.52891651E-01
 5.51072846E-02 -1.61688726E-02  2.63661470E-01  6.07723783E-01
 3.38495065E-02 -1.14505634E-02  3.53218655E-01  5.63520417E-01
 1.76989707E-02 -7.47865510E-03  4.44756305E-01  5.14801095E-01
 6.83262597E-03 -4.17705155E-03  6.34136801E-01  4.31337993E-01
 1.36952616E-03 -1.33750810E-03  1.21019468E+00  2.36377252E-01
 1.36952616E-03  3.31484986E-03  1.33194410E+00  2.48835363E-01
 6.83262597E-03  9.89391425E-03  1.61950564E-01  6.02150527E-01
 1.76989707E-02  1.63241452E-02 -3.28139111E-01  7.94028309E-01
 3.38495065E-02  2.25158265E-02 -5.47786413E-01  8.97859957E-01
 5.51072846E-02  2.83911060E-02 -6.31606878E-01  9.42845254E-01
 8.12394005E-02  3.38845513E-02 -6.78646083E-01  9.68047566E-01
 1.11959545E-01  3.89407813E-02 -7.09654501E-01  9.84174885E-01
 1.46931142E-01  4.35098169E-02 -7.29894171E-01  9.94566449E-01
 1.85771035E-01  4.75414139E-02 -7.44219853E-01  1.00186821E+00
 2.28053687E-01  5.09799838E-02 -7.56326340E-01  1.00798221E+00
 2.73315839E-01  5.37617005E-02 -7.68487855E-01  1.01406195E+00
 3.21061591E-01  5.58150062E-02 -7.81908721E-01  1.02076944E+00
 3.70767829E-01  5.70650611E-02 -7.96657120E-01  1.02814064E+00
 4.21889961E-01  5.74418473E-02 -7.81185588E-01  1.02070002E+00
 4.73867884E-01  5.68908268E-02 -7.04043365E-01  9.82859686E-01
 5.26132116E-01  5.53844292E-02 -5.95509219E-01  9.32812688E-01
 5.78110039E-01  5.29323543E-02 -5.33683346E-01  9.04983255E-01
 6.29232171E-01  4.95887678E-02 -4.78963092E-01  8.79904683E-01
 6.78938409E-01  4.54549515E-02 -4.10449008E-01  8.48876058E-01
 7.26684161E-01  4.06767279E-02 -3.37024052E-01  8.15867624E-01
 7.71946313E-01  3.54368752E-02 -2.62293317E-01  7.82345393E-01
 8.14228965E-01  2.99435903E-02 -1.87320018E-01  7.48695302E-01
 8.53068858E-01  2.44166836E-02 -1.13043554E-01  7.15211084E-01
 8.88040455E-01  1.90734762E-02 -3.98609150E-02  6.82049769E-01
 9.18760600E-01  1.41162679E-02  3.15356735E-02  6.49179876E-01
 9.44892715E-01  9.72278934E-03  1.02116013E-01  6.15761853E-01
 9.66150493E-01  6.04035441E-03  1.72755637E-01  5.82164417E-01
 9.82301029E-01  3.18364019E-03  2.38888580E-01  5.50372325E-01
 9.93167374E-01  1.23532202E-03  2.98554608E-01  5.19668943E-01
 9.98630474E-01  2.48326145E-04  3.64588804E-01  4.87591638E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 3.74942265E+00 -4.29095998E-01  7.24164635E-03 -4.90573965E-01  3.74187530E+00
# x y Cp Mach
 1.39441297E+01 -7.59754051E-01  1.44089931E-01  5.83569835E-01
 1.38917774E+01 -2.11563079E+00  7.84233330E-02  6.62910017E-01
 1.36756111E+01 -3.48603812E+00  2.60240958E-02  7.22415400E-01
 1.32977771E+01 -4.84317926E+00 -9.36255441E-03  7.61409507E-01
 1.27641981E+01 -6.16226961E+00 -2.84980806E-02  7.82347575E-01
 1.20836791E+01 -7.42162369E+00 -3.47072326E-02  7.89452287E-01
 1.12671435E+01 -8.60258866E+00 -3.22299243E-02  7.87408123E-01
 1.03269997E+01 -9.68937665E+00 -2.50741915E-02  7.80469413E-01
 9.27663025E+00 -1.06688345E+01 -1.63873043E-02  7.71911629E-01
 8.12999791E+00 -1.15301806E+01 -8.25408225E-03  7.63887969E-01
 6.90135454E+00 -1.22647319E+01 -1.73649798E-03  7.57497960E-01
 5.60504248E+00 -1.28656403E+01  2.88580925E-03  7.53024459E-01
 4.25537380E+00 -1.33276524E+01  5.80978193E-03  7.50240168E-01
 2.86657326E+00 -1.36469056E+01  7.42943638E-03  7.48709265E-01
 1.45276959E+00 -1.38207666E+01  8.06466988E-03  7.48057261E-01
 2.80201293E-02 -1.38477193E+01  7.73239958E-03  7.48142911E-01
-1.39364660E+00 -1.37273034E+01  6.31906993E-03  7.49130892E-01
-2.79818499E+00 -1.34601029E+01  3.46055884E-03  7.51501849E-01
-4.17149732E+00 -1.30477827E+01 -1.48791729E-03  7.56106725E-01
-5.49942321E+00 -1.24931659E+01 -9.42820479E-03  7.63963031E-01
-6.76776555E+00 -1.18003438E+01 -2.12956732E-02  7.76062185E-01
-7.96236369E+00 -1.09748065E+01 -3.78321074E-02  7.93120667E-01
-9.06922171E+00 -1.00235799E+01 -5.93483687E-02  8.15343451E-01
-1.00746958E+01 -8.95534937E+00 -8.55167929E-02  8.42244449E-01
-1.09657402E+01 -7.78055204E+00 -1.15240076E-01  8.72568042E-01
-1.17302034E+01 -6.51141584E+00 -1.46629938E-01  9.04329359E-01
-1.23571620E+01 -5.16192646E+00 -1.77153888E-01  9.34984099E-01
-1.28372684E+01 -3.74770734E+00 -2.03929389E-01  9.61715151E-01
-1.31630870E+01 -2.28580521E+00 -2.24155206E-01  9.81813151E-01
-1.33293874E+01 -7.94383492E-01 -2.35580140E-01  9.93103854E-01
-1.33333661E+01  7.07662960E-01 -2.36900852E-01  9.94327025E-01
-1.31747718E+01  2.20114760E+00 -2.28006528E-01  9.85369760E-01
-1.28559216E+01  3.66705458E+00 -2.10005577E-01  9.67290280E-01
-1.23816053E+01  5.08698821E+00 -1.85022248E-01  9.42122142E-01
-1.17588883E+01  6.44357615E+00 -1.55803379E-01  9.12489444E-01
-1.09968364E+01  7.72079934E+00 -1.25228005E-01  8.81195493E-01
-1.01061888E+01  8.90423199E+00 -9.59194317E-02  8.50829596E-01
-9.09901257E+00  9.98118642E+00 -6.99032776E-02  8.23468380E-01
-7.98836492E+00  1.09407680E+01 -4.84610454E-02  8.00485458E-01
-6.78798935E+00  1.17738539E+01 -3.20843478E-02  7.82499500E-01
-5.51206035E+00  1.24730149E+01 -2.06090823E-02  7.69450178E-01
-4.17498627E+00  1.30324012E+01 -1.34042392E-02  7.60769197E-01
-2.79127219E+00  1.34476142E+01 -9.57292645E-03  7.55607518E-01
-1.37543861E+00  1.37155823E+01 -8.13558091E-03  7.53065064E-01
 5.80121293E-02  1.38344580E+01 -8.16429903E-03  7.52370973E-01
 1.49459308E+00  1.38035473E+01 -9.01621551E-03  7.52992467E-01
 2.91980697E+00  1.36232819E+01 -1.05990850E-02  7.54825223E-01
 4.31911186E+00  1.32952387E+01 -1.32183632E-02  7.58065935E-01
 5.67789338E+00  1.28222089E+01 -1.73072854E-02  7.63089699E-01
 6.98145875E+00  1.22083165E+01 -2.32540294E-02  7.70211784E-01
 8.21506776E+00  1.14591819E+01 -3.11475065E-02  7.79418862E-01
 9.36401540E+00  1.05821234E+01 -4.04637986E-02  7.90056670E-01
 1.04137801E+01  9.58638778E+00 -4.97956944E-02  8.00590091E-01
 1.13502501E+01  8.48339642E+00 -5.66920685E-02  8.08420050E-01
 1.21600390E+01  7.28699135E+00 -5.76528230E-02  8.09907395E-01
 1.28309000E+01  6.01366285E+00 -4.84908468E-02  8.00662749E-01
 1.33522463E+01  4.68273616E+00 -2.50986806E-02  7.76167580E-01
 1.37157834E+01  3.31649011E+00  1.53063291E-02  7.32744588E-01
 1.39162579E+01  1.94017262E+00  7.25573974E-02  6.68795865E-01
 1.39523190E+01  5.81865262E-01  1.40933371E-01  5.85761401E-01
