# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 7.50000000E-01 0.00000000E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-3.67269071E-15  3.30616471E+01 -2.38444307E+02  3.30616471E+01 -3.67269071E-15
# x y Cp Mach
# x y Cp Mach
 9.98630474E-01 -2.73529854E-04  4.98781650E-01  4.50673818E-01
 9.93167374E-01 -1.36016433E-03  4.49022112E-01  4.84778581E-01
 9.82301029E-01 -3.50367989E-03  3.83791739E-01  5.21127394E-01
 9.66150493E-01 -6.64531057E-03  3.09551372E-01  5.57662444E-01
 9.44892715E-01 -1.06987413E-02  2.35377654E-01  5.93070100E-01
 9.18760600E-01 -1.55522577E-02  1.64021574E-01  6.26186824E-01
 8.88040455E-01 -2.10715298E-02  9.61014328E-02  6.56960591E-01
 8.53068858E-01 -2.71029598E-02  2.95307181E-02  6.86500259E-01
 8.14228965E-01 -3.34775131E-02 -3.65130443E-02  7.15539950E-01
 7.71946313E-01 -4.00149366E-02 -1.02449768E-01  7.44363523E-01
 7.26684161E-01 -4.65282609E-02 -1.68583703E-01  7.73144115E-01
 6.78938409E-01 -5.28284755E-02 -2.34865507E-01  8.01924594E-01
 6.29232171E-01 -5.87292612E-02 -3.00488606E-01  8.30409354E-01
 5.78110039E-01 -6.40516635E-02 -3.62219497E-01  8.57230697E-01
 5.26132116E-01 -6.86285910E-02 -4.02735269E-01  8.75057143E-01
 4.73867884E-01 -7.23090291E-02 -4.39003990E-01  8.89610083E-01
 4.21889961E-01 -7.49618629E-02 -7.88781288E-01  1.04639230E+00
 3.70767829E-01 -7.64792171E-02 -9.89067185E-01  1.15083382E+00
 3.21061591E-01 -7.67792286E-02 -9.75663868E-01  1.14388761E+00
 2.73315839E-01 -7.58081844E-02 -9.37460982E-01  1.12430257E+00
 2.28053687E-01 -7.35419710E-02 -8.88778820E-01  1.10003469E+00
 1.85771035E-01 -6.99868000E-02 -8.27717665E-01  1.07052468E+00
 1.46931142E-01 -6.51791908E-02 -7.51700828E-01  1.03310554E+00
 1.11959545E-01 -5.91852116E-02 -6.57767407E-01  9.88250862E-01
 8.12394005E-02 -5.20989954E-02 -5.40115734E-01  9.32620325E-01
 5.51072846E-02 -4.40405692E-02 -3.85554537E-01  8.60563476E-01
 3.38495065E-02 -3.51530477E-02 -1.63178245E-01  7.60053027E-01
 1.76989707E-02 -2.55992606E-02  1.49718421E-01  6.23135783E-01
 6.83262597E-03 -1.55578970E-02  6.76546127E-01  4.26865136E-01
 1.36952616E-03 -5.21926053E-03  1.24918715E+00  1.48649249E-01
 1.36952616E-03  5.21926053E-03  1.24918715E+00  1.48649249E-01
 6.83262597E-03  1.55578970E-02  6.76546128E-01  4.26865136E-01
 1.76989707E-02  2.55992606E-02  1.49718421E-01  6.23135783E-01
 3.38495065E-02  3.51530477E-02 -1.63178245E-01  7.60053027E-01
 5.51072846E-02  4.40405692E-02 -3.85554536E-01  8.60563476E-01
 8.12394005E-02  5.20989954E-02 -5.40115734E-01  9.32620325E-01
 1.11959545E-01  5.91852116E-02 -6.57767406E-01  9.88250862E-01
 1.46931142E-01  6.51791908E-02 -7.51700828E-01  1.03310554E+00
 1.85771035E-01  6.99868000E-02 -8.27717665E-01  1.07052468E+00
 2.28053687E-01  7.35419710E-02 -8.88778820E-01  1.10003469E+00
 2.73315839E-01  7.58081844E-02 -9.37460982E-01  1.12430257E+00
 3.21061591E-01  7.67792286E-02 -9.75663868E-01  1.14388761E+00
 3.70767829E-01  7.64792171E-02 -9.89067184E-01  1.15083382E+00
 4.21889961E-01  7.49618629E-02 -7.88781283E-01  1.04639230E+00
 4.73867884E-01  7.23090291E-02 -4.39003990E-01  8.89610083E-01
 5.26132116E-01  6.86285910E-02 -4.02735269E-01  8.75057143E-01
 5.78110039E-01  6.40516635E-02 -3.62219497E-01  8.57230697E-01
 6.29232171E-01  5.87292612E-02 -3.00488606E-01  8.30409354E-01
 6.78938409E-01  5.28284755E-02 -2.34865507E-01  8.01924594E-01
 7.26684161E-01  4.65282609E-02 -1.68583703E-01  7.73144115E-01
 7.71946313E-01  4.00149366E-02 -1.02449768E-01  7.44363523E-01
 8.14228965E-01  3.34775131E-02 -3.65130443E-02  7.15539950E-01
 8.53068858E-01  2.71029598E-02  2.95307181E-02  6.86500259E-01
 8.88040455E-01  2.10715298E-02  9.61014327E-02  6.56960591E-01
 9.18760600E-01  1.55522577E-02  1.64021574E-01  6.26186824E-01
 9.44892715E-01  1.06987413E-02  2.35377654E-01  5.93070100E-01
 9.66150493E-01  6.64531057E-03  3.09551372E-01  5.57662444E-01
 9.82301029E-01  3.50367989E-03  3.83791739E-01  5.21127394E-01
 9.93167374E-01  1.36016433E-03  4.49022112E-01  4.84778582E-01
 9.98630474E-01  2.73529854E-04  4.98781651E-01  4.50673818E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.43936129E+00  1.54688211E-09 -3.03872039E-10  1.54688211E-09  4.43936129E+00
# x y Cp Mach
 1.39870496E+01 -6.67826968E-01  1.52352123E-01  5.71654121E-01
 1.39438839E+01 -2.01904065E+00  8.70085875E-02  6.52397846E-01
 1.37381454E+01 -3.38692034E+00  3.25994299E-02  7.14348189E-01
 1.33714243E+01 -4.74394063E+00 -5.94431661E-03  7.56614133E-01
 1.28490553E+01 -6.06542939E+00 -2.86798407E-02  7.81053975E-01
 1.21792648E+01 -7.32966171E+00 -3.83375713E-02  7.91346035E-01
 1.13724417E+01 -8.51780989E+00 -3.87542199E-02  7.91800457E-01
 1.04405305E+01 -9.61379881E+00 -3.37439447E-02  7.86477272E-01
 9.39653928E+00 -1.06041021E+01 -2.64197347E-02  7.78653486E-01
 8.25415466E+00 -1.14775057E+01 -1.89379355E-02  7.70607972E-01
 7.02745415E+00 -1.22248608E+01 -1.25112060E-02  7.63644533E-01
 5.73070481E+00 -1.28388423E+01 -7.58895410E-03  7.58275470E-01
 4.37823653E+00 -1.33137278E+01 -4.14203913E-03  7.54489961E-01
 2.98437671E+00 -1.36452088E+01 -1.90483364E-03  7.52034958E-01
 1.56343251E+00 -1.38302416E+01 -5.90290452E-04  7.50649997E-01
 1.29706213E-01 -1.38669450E+01 -1.58649330E-04  7.50301626E-01
-1.30247126E+00 -1.37545467E+01 -8.69144646E-04  7.51269858E-01
-2.71870350E+00 -1.34933798E+01 -3.36844374E-03  7.54197904E-01
-4.10450318E+00 -1.30849255E+01 -8.56151406E-03  7.59997935E-01
-5.44529198E+00 -1.25318974E+01 -1.74634659E-02  7.69705427E-01
-6.72643884E+00 -1.18383565E+01 -3.10242786E-02  7.84270150E-01
-7.93334736E+00 -1.10098465E+01 -4.99384276E-02  8.04318578E-01
-9.05160043E+00 -1.00535316E+01 -7.43701965E-02  8.29903827E-01
-1.00671655E+01 -8.97831868E+00 -1.03806457E-01  8.60346832E-01
-1.09666585E+01 -7.79494247E+00 -1.36888927E-01  8.94158603E-01
-1.17376582E+01 -6.51599293E+00 -1.71436375E-01  9.29104409E-01
-1.23690532E+01 -5.15586561E+00 -2.04612627E-01  9.62390922E-01
-1.28514003E+01 -3.73062126E+00 -2.33263632E-01  9.90973695E-01
-1.31772642E+01 -2.25774876E+00 -2.54379244E-01  1.01196559E+00
-1.33415085E+01 -7.55835955E-01 -2.65590631E-01  1.02309117E+00
-1.33415085E+01  7.55835955E-01 -2.65590631E-01  1.02309117E+00
-1.31772642E+01  2.25774876E+00 -2.54379244E-01  1.01196559E+00
-1.28514003E+01  3.73062126E+00 -2.33263632E-01  9.90973695E-01
-1.23690532E+01  5.15586561E+00 -2.04612627E-01  9.62390922E-01
-1.17376582E+01  6.51599293E+00 -1.71436375E-01  9.29104409E-01
-1.09666585E+01  7.79494247E+00 -1.36888927E-01  8.94158603E-01
-1.00671655E+01  8.97831868E+00 -1.03806457E-01  8.60346832E-01
-9.05160043E+00  1.00535316E+01 -7.43701965E-02  8.29903827E-01
-7.93334736E+00  1.10098465E+01 -4.99384276E-02  8.04318578E-01
-6.72643884E+00  1.18383565E+01 -3.10242786E-02  7.84270150E-01
-5.44529198E+00  1.25318974E+01 -1.74634658E-02  7.69705427E-01
-4.10450318E+00  1.30849255E+01 -8.56151395E-03  7.59997935E-01
-2.71870350E+00  1.34933798E+01 -3.36844363E-03  7.54197904E-01
-1.30247126E+00  1.37545467E+01 -8.69144544E-04  7.51269858E-01
 1.29706213E-01  1.38669450E+01 -1.58649251E-04  7.50301626E-01
 1.56343251E+00  1.38302416E+01 -5.90290399E-04  7.50649997E-01
 2.98437671E+00  1.36452088E+01 -1.90483359E-03  7.52034958E-01
 4.37823653E+00  1.33137278E+01 -4.14203909E-03  7.54489961E-01
 5.73070481E+00  1.28388423E+01 -7.58895405E-03  7.58275470E-01
 7.02745415E+00  1.22248608E+01 -1.25112060E-02  7.63644533E-01
 8.25415466E+00  1.14775057E+01 -1.89379355E-02  7.70607972E-01
 9.39653928E+00  1.06041021E+01 -2.64197347E-02  7.78653486E-01
 1.04405305E+01  9.61379881E+00 -3.37439446E-02  7.86477272E-01
 1.13724417E+01  8.51780989E+00 -3.87542198E-02  7.91800457E-01
 1.21792648E+01  7.32966171E+00 -3.83375713E-02  7.91346035E-01
 1.28490553E+01  6.06542939E+00 -2.86798407E-02  7.81053975E-01
 1.33714243E+01  4.74394063E+00 -5.94431657E-03  7.56614133E-01
 1.37381454E+01  3.38692034E+00  3.25994299E-02  7.14348189E-01
 1.39438839E+01  2.01904065E+00  8.70085875E-02  6.52397846E-01
 1.39870496E+01  6.67826968E-01  1.52352123E-01  5.71654121E-01
