# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 7.50000000E-01 1.18681905E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 2.42971313E-01  3.29638676E+01 -2.37458502E+02  3.29517635E+01  9.25680620E-01
# x y Cp Mach
 2.17581230E+00 -1.97045292E-02  1.72213962E-02  7.39067419E-01
 2.35422291E+00 -2.16340895E-02  1.42405463E-02  7.40688556E-01
 2.55762922E+00 -2.36906634E-02  1.17368143E-02  7.42082196E-01
 2.78929471E+00 -2.58799987E-02  9.62887519E-03  7.43280819E-01
 3.05291045E+00 -2.82082582E-02  7.86865747E-03  7.44314365E-01
 3.35883525E+00 -3.08489804E-02  6.34463417E-03  7.45215351E-01
 3.71436975E+00 -3.38681665E-02  5.12144258E-03  7.45972015E-01
 4.12128878E+00 -3.71647738E-02  4.14371512E-03  7.46605387E-01
 4.58608691E+00 -4.07527736E-02  3.34229651E-03  7.47139312E-01
 5.11658260E+00 -4.46552901E-02  2.69864711E-03  7.47581750E-01
 5.72179066E+00 -4.88986729E-02  2.20948924E-03  7.47940927E-01
 6.41204052E+00 -5.35120921E-02  1.81328332E-03  7.48240400E-01
 7.19914191E+00 -5.85276055E-02  1.48964343E-03  7.48492055E-01
 8.09658266E+00 -6.39803370E-02  1.22231370E-03  7.48711424E-01
 9.11975841E+00 -6.99087221E-02  9.55996672E-04  7.48928624E-01
 1.02862370E+01 -7.63548064E-02  6.37881253E-04  7.49186612E-01
 1.16160610E+01 -8.33645917E-02  1.51780341E-04  7.49559903E-01
 1.31320942E+01 -9.09884300E-02 -6.03112949E-04  7.50145636E-01

# ihigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-2.42707928E-01 -3.29378436E+01  2.37321450E+02 -3.29257505E+01 -9.24878270E-01
# x y Cp Mach
 1.00035737E+00 -1.17412948E-05  3.77393809E-01  4.72311338E-01
 1.00201544E+00 -6.40561508E-05  4.10865527E-01  4.75127328E-01
 1.00459359E+00 -1.43263606E-04  3.62581961E-01  5.01645781E-01
 1.00763019E+00 -2.35095797E-04  3.25399164E-01  5.25606298E-01
 1.01149946E+00 -3.51824156E-04  2.97663217E-01  5.45333720E-01
 1.01601683E+00 -4.87043459E-04  2.75620417E-01  5.61737056E-01
 1.02114139E+00 -6.38489702E-04  2.56805820E-01  5.75755654E-01
 1.02693976E+00 -8.07215308E-04  2.39965743E-01  5.88038648E-01
 1.03353897E+00 -9.95999330E-04  2.24349767E-01  5.99050936E-01
 1.04109900E+00 -1.20835584E-03  2.09532245E-01  6.09116621E-01
 1.04980571E+00 -1.44822945E-03  1.95279825E-01  6.18460781E-01
 1.05987115E+00 -1.71992372E-03  1.81473699E-01  6.27234881E-01
 1.07153637E+00 -2.02808208E-03  1.68062308E-01  6.35535516E-01
 1.08507570E+00 -2.37768049E-03  1.55037094E-01  6.43423582E-01
 1.10080203E+00 -2.77401326E-03  1.42386988E-01  6.50941760E-01
 1.11907306E+00 -3.22265609E-03  1.30137872E-01  6.58111243E-01
 1.14029830E+00 -3.72939429E-03  1.18314405E-01  6.64947732E-01
 1.16494674E+00 -4.30011093E-03  1.06943406E-01  6.71461913E-01
 1.19355510E+00 -4.94063986E-03  9.60558771E-02  6.77658920E-01
 1.22673657E+00 -5.65659974E-03  8.56908781E-02  6.83538849E-01
 1.26518990E+00 -6.45323567E-03  7.58854786E-02  6.89100070E-01
 1.30970870E+00 -7.33529938E-03  6.66790651E-02  6.94339196E-01
 1.36119130E+00 -8.30699470E-03  5.81040711E-02  6.99254223E-01
 1.42065115E+00 -9.37200284E-03  5.01872244E-02  7.03844652E-01
 1.48922832E+00 -1.05335849E-02  4.29459696E-02  7.08112595E-01
 1.56820268E+00 -1.17947432E-02  3.63895132E-02  7.12062390E-01
 1.65900927E+00 -1.31584138E-02  3.05175547E-02  7.15701040E-01
 1.76325650E+00 -1.46276584E-02  2.53186715E-02  7.19038639E-01
 1.88274793E+00 -1.62058312E-02  2.07707350E-02  7.22087902E-01
 2.01950800E+00 -1.78967017E-02  1.68431360E-02  7.24863549E-01
 2.17581230E+00 -1.97045292E-02  1.34963195E-02  7.27382481E-01
 2.35422291E+00 -2.16340895E-02  1.06841809E-02  7.29662708E-01
 2.55762922E+00 -2.36906634E-02  8.36184177E-03  7.31719152E-01
 2.78929471E+00 -2.58799987E-02  6.43502027E-03  7.33551237E-01
 3.05291045E+00 -2.82082582E-02  4.99163022E-03  7.35197083E-01
 3.35883525E+00 -3.08489804E-02  3.57816745E-03  7.36711537E-01
 3.71436975E+00 -3.38681665E-02  2.59840391E-03  7.38101589E-01
 4.12128878E+00 -3.71647738E-02  1.88643290E-03  7.39352010E-01
 4.58608691E+00 -4.07527736E-02  1.28131907E-03  7.40460016E-01
 5.11658260E+00 -4.46552901E-02  8.13966274E-04  7.41460954E-01
 5.72179066E+00 -4.88986729E-02  5.03251708E-04  7.42351038E-01
 6.41204052E+00 -5.35120921E-02  2.60280672E-04  7.43157525E-01
 7.19914191E+00 -5.85276055E-02  7.77894773E-05  7.43883803E-01
 8.09658266E+00 -6.39803370E-02 -5.78851040E-05  7.44544606E-01
 9.11975841E+00 -6.99087221E-02 -1.98709448E-04  7.45165179E-01
 1.02862370E+01 -7.63548064E-02 -3.93826765E-04  7.45778820E-01
 1.16160610E+01 -8.33645917E-02 -8.42204960E-04  7.46517228E-01
 1.31320942E+01 -9.09884300E-02 -2.06046768E-03  7.47768176E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 3.77827228E-03  4.57913180E-01 -5.03039642E-02  4.57736689E-01  1.32619513E-02
# x y Cp Mach
 9.98630474E-01 -1.43784564E-04  4.20796506E-01  4.99026672E-01
 9.93167374E-01 -7.14712803E-04  3.50456274E-01  5.33528202E-01
 9.82301029E-01 -1.83988437E-03  2.92183078E-01  5.63750654E-01
 9.66150493E-01 -3.48656101E-03  2.38090559E-01  5.89475604E-01
 9.44892715E-01 -5.60724905E-03  1.89834383E-01  6.11922476E-01
 9.18760600E-01 -8.14170201E-03  1.47578485E-01  6.31341160E-01
 8.88040455E-01 -1.10196166E-02  1.10090556E-01  6.48307255E-01
 8.53068858E-01 -1.41639063E-02  7.63222238E-02  6.63440968E-01
 8.14228965E-01 -1.74942951E-02  4.56624881E-02  6.77111833E-01
 7.71946313E-01 -2.09308304E-02  1.76149783E-02  6.89563122E-01
 7.26684161E-01 -2.43968184E-02 -8.26887883E-03  7.01009895E-01
 6.78938409E-01 -2.78206714E-02 -3.24997815E-02  7.11687580E-01
 6.29232171E-01 -3.11362673E-02 -5.56877794E-02  7.21871475E-01
 5.78110039E-01 -3.42816402E-02 -7.85464691E-02  7.31878271E-01
 5.26132116E-01 -3.71961443E-02 -1.01862238E-01  7.42053376E-01
 4.73867884E-01 -3.98165840E-02 -1.26425968E-01  7.52742227E-01
 4.21889961E-01 -4.20731292E-02 -1.52921674E-01  7.64242896E-01
 3.70767829E-01 -4.38860445E-02 -1.81783530E-01  7.76743740E-01
 3.21061591E-01 -4.51643013E-02 -2.13085046E-01  7.90270235E-01
 2.73315839E-01 -4.58069740E-02 -2.46166104E-01  8.04537064E-01
 2.28053687E-01 -4.57079446E-02 -2.79119927E-01  8.18728202E-01
 1.85771035E-01 -4.47639131E-02 -3.08522089E-01  8.31388390E-01
 1.46931142E-01 -4.28851000E-02 -3.26752027E-01  8.39472800E-01
 1.11959545E-01 -4.00074580E-02 -3.22557466E-01  8.35997404E-01
 8.12394005E-02 -3.61047699E-02 -2.87672277E-01  8.19218669E-01
 5.51072846E-02 -3.11988162E-02 -2.07021905E-01  7.80850117E-01
 3.38495065E-02 -2.53658815E-02 -5.46592163E-02  7.10080605E-01
 1.76989707E-02 -1.87382540E-02  2.10374735E-01  5.92125949E-01
 6.83262597E-03 -1.15000058E-02  7.01071281E-01  4.05119177E-01
 1.36952616E-03 -3.87712403E-03  1.34463077E+00  1.15413467E-01
 1.36952616E-03  4.21828179E-03  1.18640296E+00  2.36434275E-01
 6.83262597E-03  1.26009810E-02  3.17008904E-01  5.55539393E-01
 1.76989707E-02  2.08176108E-02 -1.83791397E-01  7.47333203E-01
 3.38495065E-02  2.87438854E-02 -4.66934192E-01  8.74682266E-01
 5.51072846E-02  3.62395797E-02 -6.25388487E-01  9.52494781E-01
 8.12394005E-02  4.31499764E-02 -7.39836120E-01  1.00951820E+00
 1.11959545E-01  4.93129911E-02 -8.34960139E-01  1.05686892E+00
 1.46931142E-01  5.45710604E-02 -9.17758844E-01  1.09939751E+00
 1.85771035E-01  5.87857775E-02 -9.90050225E-01  1.13554277E+00
 2.28053687E-01  6.18525770E-02 -1.05304309E+00  1.16835249E+00
 2.73315839E-01  6.37126668E-02 -1.10657917E+00  1.19707758E+00
 3.21061591E-01  6.43598879E-02 -1.15012688E+00  1.22101823E+00
 3.70767829E-01  6.38411629E-02 -1.18295787E+00  1.23939409E+00
 4.21889961E-01  6.22504557E-02 -1.21712495E+00  1.25980049E+00
 4.73867884E-01  5.97174360E-02 -1.13661528E+00  1.19989312E+00
 5.26132116E-01  5.63930543E-02 -3.69568145E-01  8.08698872E-01
 5.78110039E-01  5.24347732E-02 -2.36567491E-01  7.66677772E-01
 6.29232171E-01  4.79941504E-02 -2.32260038E-01  7.65327001E-01
 6.78938409E-01  4.32088544E-02 -2.05991581E-01  7.54064141E-01
 7.26684161E-01  3.82001437E-02 -1.72871517E-01  7.39308252E-01
 7.71946313E-01  3.30755956E-02 -1.34285842E-01  7.21972707E-01
 8.14228965E-01  2.79356983E-02 -9.20035757E-02  7.02823877E-01
 8.53068858E-01  2.28820745E-02 -4.60275661E-02  6.81828402E-01
 8.88040455E-01  1.80247782E-02  4.24209706E-03  6.58638770E-01
 9.18760600E-01  1.34863486E-02  5.94942233E-02  6.32843981E-01
 9.44892715E-01  9.40108129E-03  1.19556608E-01  6.04057803E-01
 9.66150493E-01  5.90909116E-03  1.84839845E-01  5.72312471E-01
 9.82301029E-01  3.14596221E-03  2.51545495E-01  5.39620972E-01
 9.93167374E-01  1.22982909E-03  3.13252574E-01  5.06670246E-01
 9.98630474E-01  2.48380899E-04  3.77393812E-01  4.72311335E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.14266058E+00 -4.89248633E-01  6.75506808E-03 -5.74948198E-01  4.13163835E+00
# x y Cp Mach
 1.39543907E+01 -7.64091293E-01  1.48821987E-01  5.77014411E-01
 1.39021963E+01 -2.11692315E+00  8.41811140E-02  6.56124362E-01
 1.36868946E+01 -3.48433002E+00  3.23879935E-02  7.15400551E-01
 1.33106208E+01 -4.83863640E+00 -2.75973088E-03  7.54385245E-01
 1.27792698E+01 -6.15516750E+00 -2.19786062E-02  7.75564970E-01
 1.21016055E+01 -7.41233889E+00 -2.85385442E-02  7.83147364E-01
 1.12884977E+01 -8.59159277E+00 -2.66322920E-02  7.81791844E-01
 1.03522869E+01 -9.67723211E+00 -2.01993247E-02  7.75684644E-01
 9.30627173E+00 -1.06561904E+01 -1.23519885E-02  7.68045920E-01
 8.16431143E+00 -1.15177662E+01 -5.08408110E-03  7.60957114E-01
 6.94053249E+00 -1.22533463E+01  6.24475296E-04  7.55445821E-01
 5.64912894E+00 -1.28561356E+01  4.55728349E-03  7.51731572E-01
 4.30424276E+00 -1.33209099E+01  6.95523151E-03  7.49538134E-01
 2.91991045E+00 -1.36438037E+01  8.23155606E-03  7.48401385E-01
 1.51006097E+00 -1.38221421E+01  8.73512975E-03  7.47929039E-01
 8.85496914E-02 -1.38543222E+01  8.42212802E-03  7.48012220E-01
-1.33078716E+00 -1.37397481E+01  7.14090564E-03  7.48849343E-01
-2.73407308E+00 -1.34788203E+01  4.46511516E-03  7.51005006E-01
-4.10734207E+00 -1.30729751E+01 -3.39782698E-04  7.55423944E-01
-5.43651434E+00 -1.25247710E+01 -8.28960429E-03  7.63255569E-01
-6.70741066E+00 -1.18380110E+01 -2.04502005E-02  7.75631597E-01
-7.90581735E+00 -1.10178900E+01 -3.76898482E-02  7.93396970E-01
-9.01761103E+00 -1.00711504E+01 -6.04196278E-02  8.16847916E-01
-1.00289485E+01 -9.00622723E+00 -8.83606227E-02  8.45529439E-01
-1.09265207E+01 -7.83335920E+00 -1.20385678E-01  8.78139605E-01
-1.16978644E+01 -6.56464557E+00 -1.54493920E-01  9.12570336E-01
-1.23317145E+01 -5.21402525E+00 -1.87942531E-01  9.46075757E-01
-1.28183755E+01 -3.79716307E+00 -2.17572961E-01  9.75579816E-01
-1.31500815E+01 -2.33123437E+00 -2.40273326E-01  9.98085190E-01
-1.33213123E+01 -8.34610336E-01 -2.53508826E-01  1.01114502E+00
-1.33290351E+01  6.73541774E-01 -2.55770702E-01  1.01329750E+00
-1.31728437E+01  2.17371760E+00 -2.46851488E-01  1.00433627E+00
-1.28549828E+01  3.64656008E+00 -2.27888187E-01  9.85348600E-01
-1.23802538E+01  5.07333154E+00 -2.01144492E-01  9.58503408E-01
-1.17558131E+01  6.43633812E+00 -1.69607767E-01  9.26649284E-01
-1.09908868E+01  7.71927795E+00 -1.36447760E-01  8.92832092E-01
-1.00964304E+01  8.90749558E+00 -1.04523491E-01  8.59878347E-01
-9.08476661E+00  9.98813646E+00 -7.60867618E-02  8.30072780E-01
-7.96923133E+00  1.09502071E+01 -5.25675605E-02  8.04953198E-01
-6.76385216E+00  1.17845543E+01 -3.45721304E-02  7.85246695E-01
-5.48307752E+00  1.24837842E+01 -2.19565679E-02  7.70935145E-01
-4.14156566E+00  1.30421413E+01 -1.40563630E-02  7.61436755E-01
-2.75403592E+00  1.34553710E+01 -9.89985621E-03  7.55843023E-01
-1.33517878E+00  1.37205853E+01 -8.40120114E-03  7.53162497E-01
 1.00383606E-01  1.38361468E+01 -8.50795066E-03  7.52515862E-01
 1.53809751E+00  1.38015868E+01 -9.46568989E-03  7.53255677E-01
 2.96345209E+00  1.36175647E+01 -1.11158561E-02  7.55185461E-01
 4.36194263E+00  1.32858759E+01 -1.36987071E-02  7.58420132E-01
 5.71903809E+00  1.28095111E+01 -1.75871988E-02  7.63265277E-01
 7.02016851E+00  1.21927658E+01 -2.31345300E-02  7.69991245E-01
 8.25074793E+00  1.14413965E+01 -3.04130800E-02  7.78564483E-01
 9.39624781E+00  1.05628181E+01 -3.89045827E-02  7.88346691E-01
 1.04423354E+01  9.56633157E+00 -4.72380803E-02  7.97845576E-01
 1.13750903E+01  8.46336955E+00 -5.30444873E-02  8.04544247E-01
 1.21813102E+01  7.26774452E+00 -5.29379172E-02  8.04912316E-01
 1.28489166E+01  5.99588021E+00 -4.28751746E-02  7.94687105E-01
 1.33674682E+01  4.66700379E+00 -1.89122845E-02  7.69482104E-01
 1.37287874E+01  3.30327104E+00  2.15802212E-02  7.25730876E-01
 1.39277048E+01  1.92978870E+00  7.83016871E-02  6.61842501E-01
 1.39629195E+01  5.74485622E-01  1.44071110E-01  5.78139268E-01
